2026-01-12 20:04:13,Not Detected,False
2026-01-12 20:04:22,Not Detected,False
2026-01-12 20:04:25,Not Detected,False
2026-01-12 20:04:31,Not Detected,False
2026-01-12 20:04:40,Not Detected,False
2026-01-12 20:05:12,Not Detected,False
2026-01-12 20:05:16,Not Detected,False
2026-01-12 20:05:19,Not Detected,False
2026-01-12 20:05:22,Not Detected,False
2026-01-12 20:05:24,Not Detected,False
2026-01-12 20:05:28,Not Detected,False
2026-01-12 20:05:46,Not Detected,False
2026-01-12 20:06:00,Not Detected,False
2026-01-12 20:06:13,Not Detected,False
2026-01-12 20:06:16,Not Detected,False
2026-01-12 20:07:09,Not Detected,False
2026-01-12 20:07:30,Not Detected,False
2026-01-12 20:08:00,Not Detected,False
2026-01-12 20:08:03,Not Detected,False
2026-01-12 20:08:15,Not Detected,False
2026-01-12 20:08:18,Not Detected,False
2026-01-12 20:08:21,Not Detected,False
2026-01-12 20:08:27,Not Detected,False
2026-01-12 20:08:36,Not Detected,False
2026-01-12 20:09:12,Not Detected,False
2026-01-12 20:09:15,Not Detected,False
2026-01-12 20:09:18,Not Detected,False
2026-01-12 20:09:21,Not Detected,False
2026-01-12 20:09:27,Not Detected,False
2026-01-12 20:09:57,Not Detected,False
2026-01-12 20:10:06,Not Detected,False
2026-01-12 20:10:18,Not Detected,False
2026-01-12 20:10:21,Not Detected,False
2026-01-12 20:10:24,Not Detected,False
2026-01-12 20:10:41,Not Detected,False
2026-01-12 20:10:44,Not Detected,False
2026-01-12 20:10:47,Not Detected,False
2026-01-12 20:11:27,Not Detected,False
2026-01-12 20:11:57,Not Detected,False
2026-01-12 20:12:00,Not Detected,False
2026-01-12 20:12:03,Not Detected,False
2026-01-12 20:12:06,Not Detected,False
2026-01-12 20:12:09,Not Detected,False
2026-01-12 20:12:12,Not Detected,False
2026-01-12 20:12:15,Not Detected,False
2026-01-12 20:12:18,Not Detected,False
2026-01-12 20:12:21,Not Detected,False
